data,brick,regiao,categoria,vendas_clamed,vendas_concorrencia,receita,total_mercado,market_share_clamed
2025-01-29,41 - BRICK_41,Centro-Oeste,OTC,0.0,18061.89,18061.89,18061.89,0.0
2025-01-29,41 - BRICK_41,Sudeste,Higiene,0.0,9808.16,9808.16,9808.16,0.0
2025-01-29,41 - BRICK_41,Sudeste,OTC,0.0,14608.55,14608.55,14608.55,0.0
2025-01-29,42 - BRICK_42,Sudeste,OTC,898.1,0.0,898.1,898.1,100.0
2025-01-29,44 - BRICK_44,Centro-Oeste,Higiene,5121.66,0.0,5121.66,5121.66,100.0
2025-01-29,44 - BRICK_44,Sudeste,Vitaminas,492.55,0.0,492.55,492.55,100.0
2025-01-29,44 - BRICK_44,Sul,Higiene,8852.1,0.0,8852.1,8852.1,100.0
2025-01-29,45 - BRICK_45,Sul,Vitaminas,0.0,692.96,692.96,692.96,0.0
2025-01-29,46 - BRICK_46,Sudeste,Generico,0.0,8132.43,8132.43,8132.43,0.0
2025-01-29,46 - BRICK_46,Sudeste,Higiene,75.72,6450.76,6526.4800000000005,6526.4800000000005,1.1601966144077664
2025-01-29,46 - BRICK_46,Sudeste,Vitaminas,51.0,0.0,51.0,51.0,100.0
2025-01-29,46 - BRICK_46,Sul,Generico,5760.86,0.0,5760.86,5760.86,100.0
2025-01-29,47 - BRICK_47,Centro-Oeste,Higiene,504.86,0.0,504.86,504.86,100.0
2025-01-29,47 - BRICK_47,Centro-Oeste,OTC,135.92,0.0,135.92,135.92,100.0
2025-01-29,47 - BRICK_47,Centro-Oeste,Vitaminas,0.0,8093.04,8093.04,8093.04,0.0
2025-01-29,47 - BRICK_47,Sul,Higiene,0.0,10676.44,10676.44,10676.44,0.0
2025-01-29,47 - BRICK_47,Sul,Vitaminas,0.0,554.38,554.38,554.38,0.0
2025-01-29,48 - BRICK_48,Sul,Vitaminas,395.04,461.05,856.09,856.09,46.14468104988961
2025-01-29,5 - BRICK_5,Centro-Oeste,Higiene,7166.94,0.0,7166.94,7166.94,100.0
2025-01-29,5 - BRICK_5,Centro-Oeste,Vitaminas,0.0,790.0,790.0,790.0,0.0
2025-01-29,50 - BRICK_50,Sudeste,Generico,0.0,13027.5,13027.5,13027.5,0.0
2025-01-29,6 - BRICK_6,Centro-Oeste,Generico,11727.28,1128.64,12855.92,12855.92,91.2208538945482
2025-01-29,6 - BRICK_6,Centro-Oeste,OTC,0.0,10374.0,10374.0,10374.0,0.0
2025-01-29,6 - BRICK_6,Sudeste,Generico,0.0,15918.58,15918.58,15918.58,0.0
2025-01-29,6 - BRICK_6,Sul,Higiene,0.0,11161.25,11161.25,11161.25,0.0
2025-01-29,7 - BRICK_7,Centro-Oeste,Generico,5583.0,0.0,5583.0,5583.0,100.0
2025-01-29,7 - BRICK_7,Sul,Vitaminas,797.16,0.0,797.16,797.16,100.0
2025-01-29,8 - BRICK_8,Sudeste,Generico,7606.16,0.0,7606.16,7606.16,100.0
2025-01-29,9 - BRICK_9,Centro-Oeste,Higiene,0.0,764.85,764.85,764.85,0.0
2025-01-29,9 - BRICK_9,Sudeste,OTC,15627.9,0.0,15627.9,15627.9,100.0
2025-01-29,9 - BRICK_9,Sul,Higiene,9488.78,1074.12,10562.900000000001,10562.900000000001,89.83120165863541
2025-01-30,10 - BRICK_10,Centro-Oeste,Higiene,0.0,365.76,365.76,365.76,0.0
2025-01-30,10 - BRICK_10,Centro-Oeste,Vitaminas,0.0,7507.26,7507.26,7507.26,0.0
2025-01-30,10 - BRICK_10,Sul,Higiene,0.0,1115.68,1115.68,1115.68,0.0
2025-01-30,12 - BRICK_12,Centro-Oeste,Higiene,0.0,929.48,929.48,929.48,0.0
2025-01-30,12 - BRICK_12,Centro-Oeste,Vitaminas,0.0,76.68,76.68,76.68,0.0
2025-01-30,13 - BRICK_13,Sudeste,Generico,8289.28,0.0,8289.28,8289.28,100.0
2025-01-30,13 - BRICK_13,Sul,Higiene,0.0,14227.44,14227.44,14227.44,0.0
2025-01-30,14 - BRICK_14,Centro-Oeste,OTC,1199.6,0.0,1199.6,1199.6,100.0
2025-01-30,14 - BRICK_14,Sudeste,OTC,553.53,0.0,553.53,553.53,100.0
2025-01-30,14 - BRICK_14,Sul,Generico,0.0,11421.15,11421.15,11421.15,0.0
2025-01-30,14 - BRICK_14,Sul,Higiene,969.08,0.0,969.08,969.08,100.0
2025-01-30,15 - BRICK_15,Sul,OTC,16466.9,0.0,16466.9,16466.9,100.0
2025-01-30,15 - BRICK_15,Sul,Vitaminas,863.12,0.0,863.12,863.12,100.0
2025-01-30,16 - BRICK_16,Centro-Oeste,Vitaminas,558.38,0.0,558.38,558.38,100.0
2025-01-30,17 - BRICK_17,Sudeste,Higiene,7931.3099999999995,0.0,7931.3099999999995,7931.3099999999995,100.0
2025-01-30,17 - BRICK_17,Sudeste,OTC,11122.56,0.0,11122.56,11122.56,100.0
2025-01-30,17 - BRICK_17,Sul,Higiene,1056.6,0.0,1056.6,1056.6,100.0
2025-01-30,18 - BRICK_18,Centro-Oeste,Higiene,7941.12,5332.37,13273.49,13273.49,59.826918165456114
2025-01-30,18 - BRICK_18,Sudeste,OTC,0.0,1002.48,1002.48,1002.48,0.0
2025-01-30,18 - BRICK_18,Sudeste,Vitaminas,0.0,5636.2,5636.2,5636.2,0.0
2025-01-30,19 - BRICK_19,Sudeste,OTC,682.52,0.0,682.52,682.52,100.0
2025-01-30,19 - BRICK_19,Sudeste,Vitaminas,5431.65,0.0,5431.65,5431.65,100.0
2025-01-30,2 - BRICK_2,Centro-Oeste,Vitaminas,5098.02,0.0,5098.02,5098.02,100.0
2025-01-30,20 - BRICK_20,Sudeste,Generico,7570.55,0.0,7570.55,7570.55,100.0
2025-01-30,21 - BRICK_21,Centro-Oeste,Generico,0.0,11785.62,11785.62,11785.62,0.0
2025-01-30,22 - BRICK_22,Sudeste,Generico,0.0,8824.35,8824.35,8824.35,0.0
2025-01-30,23 - BRICK_23,Centro-Oeste,Higiene,0.0,21561.17,21561.17,21561.17,0.0
2025-01-30,24 - BRICK_24,Sudeste,Higiene,0.0,4595.46,4595.46,4595.46,0.0
2025-01-30,25 - BRICK_25,Centro-Oeste,Higiene,0.0,653.34,653.34,653.34,0.0
2025-01-30,25 - BRICK_25,Centro-Oeste,OTC,8026.53,0.0,8026.53,8026.53,100.0
2025-01-30,25 - BRICK_25,Centro-Oeste,Vitaminas,557.36,0.0,557.36,557.36,100.0
2025-01-30,25 - BRICK_25,Sudeste,Generico,6533.48,0.0,6533.48,6533.48,100.0
2025-01-30,25 - BRICK_25,Sudeste,Higiene,0.0,534.39,534.39,534.39,0.0
2025-01-30,25 - BRICK_25,Sul,Generico,705.16,0.0,705.16,705.16,100.0
2025-01-30,25 - BRICK_25,Sul,Higiene,418.77,0.0,418.77,418.77,100.0
2025-01-30,26 - BRICK_26,Sudeste,Higiene,65.86,0.0,65.86,65.86,100.0
2025-01-30,27 - BRICK_27,Centro-Oeste,OTC,0.0,12487.25,12487.25,12487.25,0.0
2025-01-30,27 - BRICK_27,Centro-Oeste,Vitaminas,0.0,8933.66,8933.66,8933.66,0.0
2025-01-30,29 - BRICK_29,Centro-Oeste,Vitaminas,0.0,7872.18,7872.18,7872.18,0.0
2025-01-30,29 - BRICK_29,Sul,Higiene,0.0,10614.3,10614.3,10614.3,0.0
2025-01-30,3 - BRICK_3,Sudeste,Higiene,741.57,0.0,741.57,741.57,100.0
2025-01-30,3 - BRICK_3,Sul,OTC,1324.68,0.0,1324.68,1324.68,100.0
2025-01-30,30 - BRICK_30,Centro-Oeste,Generico,0.0,681.84,681.84,681.84,0.0
2025-01-30,30 - BRICK_30,Centro-Oeste,Vitaminas,0.0,579.37,579.37,579.37,0.0
2025-01-30,30 - BRICK_30,Sudeste,Vitaminas,461.91,0.0,461.91,461.91,100.0
2025-01-30,30 - BRICK_30,Sul,Higiene,1128.52,3913.66,5042.18,5042.18,22.38158891590542
2025-01-30,31 - BRICK_31,Sudeste,Generico,0.0,15204.88,15204.88,15204.88,0.0
2025-01-30,31 - BRICK_31,Sudeste,Higiene,0.0,593.58,593.58,593.58,0.0
2025-01-30,32 - BRICK_32,Sudeste,Generico,5909.73,0.0,5909.73,5909.73,100.0
2025-01-30,32 - BRICK_32,Sudeste,Higiene,425.31,0.0,425.31,425.31,100.0
2025-01-30,32 - BRICK_32,Sudeste,OTC,0.0,98.0,98.0,98.0,0.0
2025-01-30,32 - BRICK_32,Sudeste,Vitaminas,441.37,3140.57,3581.94,3581.94,12.322093614075055
2025-01-30,32 - BRICK_32,Sul,Higiene,955.5,10485.3,11440.8,11440.8,8.351688693098385
2025-01-30,33 - BRICK_33,Centro-Oeste,OTC,949.56,0.0,949.56,949.56,100.0
2025-01-30,33 - BRICK_33,Sul,Generico,7678.8,0.0,7678.8,7678.8,100.0
2025-01-30,33 - BRICK_33,Sul,OTC,0.0,10360.04,10360.04,10360.04,0.0
2025-01-30,33 - BRICK_33,Sul,Vitaminas,0.0,576.04,576.04,576.04,0.0
2025-01-30,34 - BRICK_34,Sudeste,Vitaminas,496.3,0.0,496.3,496.3,100.0
2025-01-30,35 - BRICK_35,Sudeste,Higiene,11605.55,0.0,11605.55,11605.55,100.0
2025-01-30,35 - BRICK_35,Sudeste,Vitaminas,590.32,0.0,590.32,590.32,100.0
2025-01-30,36 - BRICK_36,Centro-Oeste,OTC,9565.68,0.0,9565.68,9565.68,100.0
2025-01-30,36 - BRICK_36,Centro-Oeste,Vitaminas,355.7,0.0,355.7,355.7,100.0
2025-01-30,36 - BRICK_36,Sul,OTC,0.0,15043.55,15043.55,15043.55,0.0
2025-01-30,36 - BRICK_36,Sul,Vitaminas,0.0,349.75,349.75,349.75,0.0
2025-01-30,37 - BRICK_37,Sul,Generico,0.0,8546.36,8546.36,8546.36,0.0
2025-01-30,37 - BRICK_37,Sul,Higiene,6279.64,0.0,6279.64,6279.64,100.0
2025-01-30,38 - BRICK_38,Sul,Generico,0.0,1176.06,1176.06,1176.06,0.0
2025-01-30,39 - BRICK_39,Centro-Oeste,Higiene,476.56,0.0,476.56,476.56,100.0
2025-01-30,39 - BRICK_39,Sudeste,OTC,0.0,1082.16,1082.16,1082.16,0.0
2025-01-30,39 - BRICK_39,Sudeste,Vitaminas,5486.64,0.0,5486.64,5486.64,100.0
2025-01-30,40 - BRICK_40,Sul,Higiene,0.0,446.0,446.0,446.0,0.0
2025-01-30,41 - BRICK_41,Centro-Oeste,Higiene,4254.47,0.0,4254.47,4254.47,100.0
2025-01-30,41 - BRICK_41,Centro-Oeste,Vitaminas,692.19,0.0,692.19,692.19,100.0
2025-01-30,41 - BRICK_41,Sudeste,Higiene,0.0,12215.310000000001,12215.310000000001,12215.310000000001,0.0
2025-01-30,41 - BRICK_41,Sudeste,Vitaminas,528.59,0.0,528.59,528.59,100.0
2025-01-30,41 - BRICK_41,Sul,Generico,0.0,1034.2,1034.2,1034.2,0.0
2025-01-30,43 - BRICK_43,Sudeste,Generico,11695.18,0.0,11695.18,11695.18,100.0
2025-01-30,43 - BRICK_43,Sudeste,Vitaminas,0.0,853.16,853.16,853.16,0.0
2025-01-30,43 - BRICK_43,Sul,Higiene,398.77,0.0,398.77,398.77,100.0
2025-01-30,44 - BRICK_44,Sul,Higiene,0.0,1145.25,1145.25,1145.25,0.0
2025-01-30,45 - BRICK_45,Sul,Generico,60.48,0.0,60.48,60.48,100.0
2025-01-30,46 - BRICK_46,Centro-Oeste,Vitaminas,0.0,12303.43,12303.43,12303.43,0.0
2025-01-30,46 - BRICK_46,Sudeste,Higiene,669.52,0.0,669.52,669.52,100.0
2025-01-30,46 - BRICK_46,Sul,Higiene,0.0,12092.29,12092.29,12092.29,0.0
2025-01-30,47 - BRICK_47,Sudeste,Higiene,961.53,0.0,961.53,961.53,100.0
2025-01-30,47 - BRICK_47,Sudeste,OTC,544.99,0.0,544.99,544.99,100.0
2025-01-30,47 - BRICK_47,Sudeste,Vitaminas,0.0,878.02,878.02,878.02,0.0
2025-01-30,48 - BRICK_48,Sudeste,Generico,7288.04,0.0,7288.04,7288.04,100.0
2025-01-30,48 - BRICK_48,Sul,Generico,0.0,14755.84,14755.84,14755.84,0.0
2025-01-30,48 - BRICK_48,Sul,OTC,894.26,0.0,894.26,894.26,100.0
2025-01-30,49 - BRICK_49,Sul,Higiene,0.0,8874.39,8874.39,8874.39,0.0
2025-01-30,49 - BRICK_49,Sul,OTC,12799.08,0.0,12799.08,12799.08,100.0
2025-01-30,5 - BRICK_5,Centro-Oeste,Generico,11394.56,0.0,11394.56,11394.56,100.0
2025-01-30,5 - BRICK_5,Sudeste,Higiene,0.0,6951.72,6951.72,6951.72,0.0
2025-01-30,50 - BRICK_50,Centro-Oeste,Vitaminas,5732.14,0.0,5732.14,5732.14,100.0
2025-01-30,6 - BRICK_6,Centro-Oeste,Higiene,0.0,10566.76,10566.76,10566.76,0.0
2025-01-30,6 - BRICK_6,Centro-Oeste,Vitaminas,691.7,715.88,1407.58,1407.58,49.141079015047104
2025-01-30,6 - BRICK_6,Sudeste,Generico,1466.28,0.0,1466.28,1466.28,100.0
2025-01-30,6 - BRICK_6,Sudeste,Higiene,9374.46,0.0,9374.46,9374.46,100.0
2025-01-30,6 - BRICK_6,Sudeste,Vitaminas,0.0,854.62,854.62,854.62,0.0
2025-01-30,7 - BRICK_7,Sudeste,Higiene,0.0,6407.2,6407.2,6407.2,0.0
2025-01-30,7 - BRICK_7,Sudeste,Vitaminas,326.82,0.0,326.82,326.82,100.0
2025-01-30,7 - BRICK_7,Sul,Higiene,1073.72,0.0,1073.72,1073.72,100.0
2025-01-30,8 - BRICK_8,Centro-Oeste,Generico,0.0,14402.08,14402.08,14402.08,0.0
2025-01-30,8 - BRICK_8,Centro-Oeste,OTC,0.0,18163.74,18163.74,18163.74,0.0
2025-01-30,8 - BRICK_8,Sudeste,OTC,1789.0,0.0,1789.0,1789.0,100.0
2025-01-30,8 - BRICK_8,Sudeste,Vitaminas,0.0,4483.56,4483.56,4483.56,0.0
2025-01-30,8 - BRICK_8,Sul,Generico,0.0,1028.55,1028.55,1028.55,0.0
2025-01-30,9 - BRICK_9,Sudeste,Higiene,6424.16,6176.85,12601.01,12601.01,50.981310228307095
2025-01-30,9 - BRICK_9,Sul,Generico,0.0,26049.96,26049.96,26049.96,0.0
2025-01-30,9 - BRICK_9,Sul,Vitaminas,48.93,0.0,48.93,48.93,100.0
2025-01-31,1 - BRICK_1,Centro-Oeste,Higiene,0.0,7286.52,7286.52,7286.52,0.0
2025-01-31,1 - BRICK_1,Centro-Oeste,OTC,0.0,12377.12,12377.12,12377.12,0.0
2025-01-31,1 - BRICK_1,Sudeste,Generico,1182.85,0.0,1182.85,1182.85,100.0
2025-01-31,1 - BRICK_1,Sudeste,Higiene,953.94,0.0,953.94,953.94,100.0
2025-01-31,10 - BRICK_10,Centro-Oeste,OTC,652.96,0.0,652.96,652.96,100.0
2025-01-31,10 - BRICK_10,Sudeste,Vitaminas,4626.53,0.0,4626.53,4626.53,100.0
2025-01-31,10 - BRICK_10,Sul,Higiene,4901.8,0.0,4901.8,4901.8,100.0
2025-01-31,10 - BRICK_10,Sul,OTC,1626.2,0.0,1626.2,1626.2,100.0
2025-01-31,10 - BRICK_10,Sul,Vitaminas,0.0,8920.24,8920.24,8920.24,0.0
2025-01-31,11 - BRICK_11,Sudeste,Generico,0.0,8132.07,8132.07,8132.07,0.0
2025-01-31,12 - BRICK_12,Centro-Oeste,Generico,0.0,7335.85,7335.85,7335.85,0.0
2025-01-31,13 - BRICK_13,Sudeste,OTC,8142.1,0.0,8142.1,8142.1,100.0
2025-01-31,13 - BRICK_13,Sul,OTC,0.0,18617.15,18617.15,18617.15,0.0
2025-01-31,14 - BRICK_14,Centro-Oeste,Generico,0.0,9701.12,9701.12,9701.12,0.0
2025-01-31,14 - BRICK_14,Sudeste,OTC,0.0,854.02,854.02,854.02,0.0
2025-01-31,14 - BRICK_14,Sul,Higiene,0.0,8986.25,8986.25,8986.25,0.0
2025-01-31,15 - BRICK_15,Sul,Higiene,0.0,4846.64,4846.64,4846.64,0.0
2025-01-31,15 - BRICK_15,Sul,Vitaminas,729.64,0.0,729.64,729.64,100.0
2025-01-31,16 - BRICK_16,Sul,Higiene,0.0,10179.76,10179.76,10179.76,0.0
2025-01-31,17 - BRICK_17,Sudeste,Vitaminas,0.0,366.96,366.96,366.96,0.0
2025-01-31,17 - BRICK_17,Sul,Higiene,8604.33,0.0,8604.33,8604.33,100.0
2025-01-31,17 - BRICK_17,Sul,Vitaminas,0.0,339.84,339.84,339.84,0.0
2025-01-31,18 - BRICK_18,Centro-Oeste,Higiene,0.0,467.19,467.19,467.19,0.0
2025-01-31,18 - BRICK_18,Sudeste,Higiene,6080.78,7659.65,13740.43,13740.43,44.25465578588151
2025-01-31,18 - BRICK_18,Sudeste,OTC,0.0,11636.58,11636.58,11636.58,0.0
2025-01-31,18 - BRICK_18,Sudeste,Vitaminas,0.0,460.45,460.45,460.45,0.0
2025-01-31,19 - BRICK_19,Sudeste,OTC,92.0,0.0,92.0,92.0,100.0
2025-01-31,2 - BRICK_2,Sudeste,Generico,0.0,12583.65,12583.65,12583.65,0.0
2025-01-31,20 - BRICK_20,Centro-Oeste,Higiene,8120.8,0.0,8120.8,8120.8,100.0
2025-01-31,20 - BRICK_20,Centro-Oeste,Vitaminas,3091.38,3132.31,6223.6900000000005,6223.6900000000005,49.67117578157009
2025-01-31,20 - BRICK_20,Sudeste,OTC,0.0,639.16,639.16,639.16,0.0
2025-01-31,20 - BRICK_20,Sul,Vitaminas,0.0,3135.44,3135.44,3135.44,0.0
2025-01-31,21 - BRICK_21,Centro-Oeste,Higiene,0.0,8512.5,8512.5,8512.5,0.0
2025-01-31,21 - BRICK_21,Sudeste,OTC,1437.0,0.0,1437.0,1437.0,100.0
2025-01-31,22 - BRICK_22,Sudeste,Higiene,1391.8,0.0,1391.8,1391.8,100.0
2025-01-31,23 - BRICK_23,Centro-Oeste,Higiene,1191.3,0.0,1191.3,1191.3,100.0
2025-01-31,23 - BRICK_23,Sudeste,Higiene,11141.55,0.0,11141.55,11141.55,100.0
2025-01-31,23 - BRICK_23,Sudeste,Vitaminas,715.96,0.0,715.96,715.96,100.0
2025-01-31,24 - BRICK_24,Sul,OTC,0.0,770.04,770.04,770.04,0.0
2025-01-31,26 - BRICK_26,Sudeste,Generico,9003.0,0.0,9003.0,9003.0,100.0
2025-01-31,26 - BRICK_26,Sudeste,Higiene,6772.48,0.0,6772.48,6772.48,100.0
2025-01-31,26 - BRICK_26,Sudeste,Vitaminas,0.0,72.86,72.86,72.86,0.0
2025-01-31,26 - BRICK_26,Sul,Higiene,0.0,36.31,36.31,36.31,0.0
2025-01-31,27 - BRICK_27,Centro-Oeste,Generico,0.0,914.36,914.36,914.36,0.0
2025-01-31,27 - BRICK_27,Sudeste,Generico,0.0,7462.65,7462.65,7462.65,0.0
2025-01-31,27 - BRICK_27,Sudeste,Vitaminas,0.0,814.05,814.05,814.05,0.0
2025-01-31,29 - BRICK_29,Sul,Generico,0.0,12326.4,12326.4,12326.4,0.0
2025-01-31,29 - BRICK_29,Sul,Higiene,12201.4,0.0,12201.4,12201.4,100.0
2025-01-31,30 - BRICK_30,Sudeste,OTC,1096.24,0.0,1096.24,1096.24,100.0
2025-01-31,30 - BRICK_30,Sul,Higiene,0.0,7076.1,7076.1,7076.1,0.0
2025-01-31,30 - BRICK_30,Sul,OTC,913.92,0.0,913.92,913.92,100.0
2025-01-31,31 - BRICK_31,Sul,Higiene,5463.52,0.0,5463.52,5463.52,100.0
2025-01-31,31 - BRICK_31,Sul,Vitaminas,728.98,0.0,728.98,728.98,100.0
2025-01-31,32 - BRICK_32,Sudeste,Generico,0.0,13075.43,13075.43,13075.43,0.0
2025-01-31,32 - BRICK_32,Sudeste,OTC,0.0,15681.339999999998,15681.339999999998,15681.339999999998,0.0
2025-01-31,33 - BRICK_33,Centro-Oeste,OTC,973.88,0.0,973.88,973.88,100.0
2025-01-31,33 - BRICK_33,Sul,Higiene,397.33,0.0,397.33,397.33,100.0
2025-01-31,33 - BRICK_33,Sul,Vitaminas,0.0,4185.76,4185.76,4185.76,0.0
2025-01-31,35 - BRICK_35,Centro-Oeste,Higiene,0.0,649.7,649.7,649.7,0.0
2025-01-31,35 - BRICK_35,Sudeste,Generico,1069.38,0.0,1069.38,1069.38,100.0
2025-01-31,35 - BRICK_35,Sudeste,Vitaminas,0.0,3676.91,3676.91,3676.91,0.0
2025-01-31,37 - BRICK_37,Centro-Oeste,Generico,13906.2,0.0,13906.2,13906.2,100.0
2025-01-31,37 - BRICK_37,Centro-Oeste,Vitaminas,0.0,625.47,625.47,625.47,0.0
2025-01-31,37 - BRICK_37,Sudeste,OTC,0.0,783.5,783.5,783.5,0.0
2025-01-31,37 - BRICK_37,Sul,Higiene,0.0,8133.2,8133.2,8133.2,0.0
2025-01-31,37 - BRICK_37,Sul,Vitaminas,0.0,3428.68,3428.68,3428.68,0.0
2025-01-31,38 - BRICK_38,Centro-Oeste,Vitaminas,0.0,315.6,315.6,315.6,0.0
2025-01-31,38 - BRICK_38,Sul,Generico,0.0,102.15,102.15,102.15,0.0
2025-01-31,38 - BRICK_38,Sul,Vitaminas,5877.74,0.0,5877.74,5877.74,100.0
2025-01-31,39 - BRICK_39,Sudeste,Vitaminas,6017.28,0.0,6017.28,6017.28,100.0
2025-01-31,40 - BRICK_40,Sudeste,Higiene,51.5,0.0,51.5,51.5,100.0
2025-01-31,40 - BRICK_40,Sudeste,Vitaminas,3794.37,0.0,3794.37,3794.37,100.0
2025-01-31,41 - BRICK_41,Centro-Oeste,Generico,7683.3,0.0,7683.3,7683.3,100.0
2025-01-31,41 - BRICK_41,Sudeste,Higiene,6274.6,0.0,6274.6,6274.6,100.0
2025-01-31,41 - BRICK_41,Sul,Generico,793.1,0.0,793.1,793.1,100.0
2025-01-31,41 - BRICK_41,Sul,Higiene,0.0,11386.05,11386.05,11386.05,0.0
2025-01-31,42 - BRICK_42,Centro-Oeste,OTC,0.0,142.84,142.84,142.84,0.0
2025-01-31,42 - BRICK_42,Sudeste,Higiene,3550.56,0.0,3550.56,3550.56,100.0
2025-01-31,43 - BRICK_43,Sudeste,OTC,146.24,0.0,146.24,146.24,100.0
2025-01-31,44 - BRICK_44,Centro-Oeste,Generico,11810.82,0.0,11810.82,11810.82,100.0
2025-01-31,44 - BRICK_44,Centro-Oeste,Vitaminas,662.23,0.0,662.23,662.23,100.0
2025-01-31,44 - BRICK_44,Sudeste,Generico,10397.1,0.0,10397.1,10397.1,100.0
2025-01-31,44 - BRICK_44,Sudeste,Higiene,10742.2,0.0,10742.2,10742.2,100.0
2025-01-31,44 - BRICK_44,Sudeste,Vitaminas,0.0,801.98,801.98,801.98,0.0
2025-01-31,44 - BRICK_44,Sul,Higiene,0.0,125.22,125.22,125.22,0.0
2025-01-31,45 - BRICK_45,Centro-Oeste,Generico,8653.32,0.0,8653.32,8653.32,100.0
2025-01-31,45 - BRICK_45,Sul,OTC,0.0,14054.64,14054.64,14054.64,0.0
2025-01-31,46 - BRICK_46,Sudeste,OTC,1102.77,0.0,1102.77,1102.77,100.0
2025-01-31,46 - BRICK_46,Sudeste,Vitaminas,8226.6,0.0,8226.6,8226.6,100.0
2025-01-31,46 - BRICK_46,Sul,Higiene,20861.989999999998,0.0,20861.989999999998,20861.989999999998,100.0
2025-01-31,46 - BRICK_46,Sul,OTC,1135.83,0.0,1135.83,1135.83,100.0
2025-01-31,47 - BRICK_47,Centro-Oeste,Generico,0.0,13646.22,13646.22,13646.22,0.0
2025-01-31,47 - BRICK_47,Centro-Oeste,Higiene,0.0,8467.16,8467.16,8467.16,0.0
2025-01-31,47 - BRICK_47,Centro-Oeste,OTC,1686.3,0.0,1686.3,1686.3,100.0
2025-01-31,48 - BRICK_48,Sul,Higiene,9570.0,0.0,9570.0,9570.0,100.0
2025-01-31,49 - BRICK_49,Sul,Generico,10595.72,0.0,10595.72,10595.72,100.0
2025-01-31,5 - BRICK_5,Sudeste,Generico,8286.72,0.0,8286.72,8286.72,100.0
2025-01-31,5 - BRICK_5,Sudeste,Higiene,5379.91,0.0,5379.91,5379.91,100.0
2025-01-31,5 - BRICK_5,Sudeste,Vitaminas,0.0,2889.29,2889.29,2889.29,0.0
2025-01-31,5 - BRICK_5,Sul,Vitaminas,782.6,0.0,782.6,782.6,100.0
2025-01-31,50 - BRICK_50,Centro-Oeste,Higiene,0.0,8388.88,8388.88,8388.88,0.0
2025-01-31,50 - BRICK_50,Centro-Oeste,OTC,1190.1,0.0,1190.1,1190.1,100.0
2025-01-31,6 - BRICK_6,Centro-Oeste,Generico,21944.22,0.0,21944.22,21944.22,100.0
2025-01-31,6 - BRICK_6,Centro-Oeste,Higiene,1634.22,10832.64,12466.859999999999,12466.859999999999,13.108513290435605
2025-01-31,6 - BRICK_6,Sudeste,Generico,13465.8,15767.0,29232.8,29232.8,46.06401028981144
2025-01-31,6 - BRICK_6,Sudeste,Higiene,404.34,0.0,404.34,404.34,100.0
2025-01-31,6 - BRICK_6,Sul,Generico,0.0,634.68,634.68,634.68,0.0
2025-01-31,7 - BRICK_7,Sudeste,Higiene,0.0,616.36,616.36,616.36,0.0
2025-01-31,7 - BRICK_7,Sudeste,Vitaminas,521.67,0.0,521.67,521.67,100.0
2025-01-31,8 - BRICK_8,Centro-Oeste,Vitaminas,0.0,815.16,815.16,815.16,0.0
2025-01-31,8 - BRICK_8,Sudeste,Generico,1371.37,0.0,1371.37,1371.37,100.0
2025-01-31,8 - BRICK_8,Sudeste,Higiene,3535.66,748.28,4283.94,4283.94,82.5329019547426
2025-01-31,9 - BRICK_9,Sudeste,Higiene,0.0,9893.28,9893.28,9893.28,0.0
2025-01-31,9 - BRICK_9,Sul,Vitaminas,502.66,748.68,1251.34,1251.34,40.16973804082025
2025-02-01,1 - BRICK_1,Centro-Oeste,Higiene,614.7,0.0,614.7,614.7,100.0
2025-02-01,1 - BRICK_1,Sudeste,Vitaminas,0.0,390.13,390.13,390.13,0.0
2025-02-01,1 - BRICK_1,Sul,Generico,10186.92,0.0,10186.92,10186.92,100.0
2025-02-01,1 - BRICK_1,Sul,Higiene,8802.48,0.0,8802.48,8802.48,100.0
2025-02-01,10 - BRICK_10,Centro-Oeste,OTC,1242.1,0.0,1242.1,1242.1,100.0
2025-02-01,10 - BRICK_10,Sudeste,Generico,8799.96,0.0,8799.96,8799.96,100.0
2025-02-01,10 - BRICK_10,Sul,Generico,0.0,13948.85,13948.85,13948.85,0.0
2025-02-01,11 - BRICK_11,Sudeste,Generico,1071.12,7901.8,8972.92,8972.92,11.937251195820311
2025-02-01,11 - BRICK_11,Sudeste,Higiene,615.1,0.0,615.1,615.1,100.0
2025-02-01,11 - BRICK_11,Sul,Generico,1016.6,0.0,1016.6,1016.6,100.0
2025-02-01,12 - BRICK_12,Centro-Oeste,Generico,0.0,7118.19,7118.19,7118.19,0.0
2025-02-01,12 - BRICK_12,Centro-Oeste,OTC,5464.24,0.0,5464.24,5464.24,100.0
2025-02-01,12 - BRICK_12,Centro-Oeste,Vitaminas,824.16,0.0,824.16,824.16,100.0
2025-02-01,12 - BRICK_12,Sudeste,Generico,8086.8,0.0,8086.8,8086.8,100.0
2025-02-01,13 - BRICK_13,Sudeste,Higiene,8020.16,0.0,8020.16,8020.16,100.0
2025-02-01,14 - BRICK_14,Centro-Oeste,Higiene,0.0,870.06,870.06,870.06,0.0
2025-02-01,14 - BRICK_14,Centro-Oeste,Vitaminas,359.57,9924.18,10283.75,10283.75,3.4964871763704872
2025-02-01,15 - BRICK_15,Sudeste,Higiene,650.37,0.0,650.37,650.37,100.0
